"game_id","player_id","pos","player","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","Total_DKP","Off_DKP","Total_FDP","Off_FDP","Total_SDP","Off_SDP","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","offense","off_pct","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"202111070rav","CousKi00","QB","Kirk Cousins","MIN",17,28,187,2,0,0,0,50,104.3,1,1,1,1,0,0,0,0,0,0,0,1,29,28,1,"MIN","BAL",0,0,0,0,0,0,21.58,21.58,21.58,21.58,21.58,21.58,228,6,9,4,1,0,0,0,0,0,54,100,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","CookDa01","RB","Dalvin Cook","MIN",0,0,0,0,0,0,0,0,0,17,110,0,66,3,3,12,0,6,0,0,17,17,0,17,"MIN","BAL",0,0,0,0,1,0,18.2,18.2,13.7,13.7,15.7,15.7,0,0,0,0,76,34,0,-2.1,14,0,43,80,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","JeffJu00","WR","Justin Jefferson","MIN",0,0,0,0,0,0,0,0,0,1,11,0,11,5,3,69,1,50,0,0,1,1,0,1,"MIN","BAL",0,0,0,0,0,0,17,17,15.5,15.5,15.5,15.5,0,0,0,0,4,7,0,79,14,0,43,80,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","NwanKe00","RB","Kene Nwangwu","MIN",0,0,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,0,0,1,1,0,1,"MIN","BAL",0,1,0,0,0,0,6.9,0.9,6.9,0.9,6.9,0.9,0,0,0,0,0,9,0,0,0,0,0,0,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","ConkTy00","TE","Tyler Conklin","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,45,0,18,0,0,0,0,0,0,"MIN","BAL",0,0,0,0,0,0,9.5,9.5,7,7,7,7,0,0,0,0,0,0,0,25.2,31,0,47,87,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","HamxC.00","FB","C.J. Ham","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,27,0,0,0,0,0,0,"MIN","BAL",0,0,0,0,0,0,3.7,3.7,3.2,3.2,3.2,3.2,0,0,0,0,0,0,0,25,2,0,21,39,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","OsboKJ00","WR","K.J. Osborn","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20,0,20,0,0,0,0,0,0,"MIN","BAL",0,0,0,0,0,0,3,3,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,17,6,0,26,48,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","ThieAd00","WR","Adam Thielen","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,1,5,0,0,0,0,0,0,"MIN","BAL",0,0,0,0,0,0,8.6,8.6,7.6,7.6,7.6,7.6,0,0,0,0,0,0,0,72.8,2,0,48,89,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","StocLu00","TE","Luke Stocker","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,0,0,0,"MIN","BAL",0,0,0,0,0,0,1.5,1.5,1,1,1,1,0,0,0,0,0,0,0,5,0,0,18,33,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","MattAl01","RB","Alexander Mattison","MIN",0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,3,0,3,0,0,4,4,0,4,"MIN","BAL",0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,0,0,0,0,-2,2,0,2,1,0,9,17,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","WestDe00","WR","Dede Westbrook","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"MIN","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","JackLa00","QB","Lamar Jackson","BAL",27,41,266,3,2,3,13,22,88.1,21,120,0,12,0,0,0,0,0,0,12,9,65,56,9,"BAL","MIN",0,0,0,0,1,0,35.64,35.64,30.64,30.64,34.64,34.64,323,10,13,3,81,39,0,0,0,0,98,100,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","FreeDe00","RB","Devonta Freeman","BAL",0,0,0,0,0,0,0,0,0,13,79,0,19,3,2,4,1,5,0,0,13,13,0,13,"BAL","MIN",0,0,0,0,0,0,16.3,16.3,15.3,15.3,15.3,15.3,0,0,0,0,36,43,0,2.1,8,0,57,58,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","BellLe00","RB","Le'Veon Bell","BAL",0,0,0,0,0,0,0,0,0,11,48,1,12,0,0,0,0,0,0,0,11,11,0,11,"BAL","MIN",0,0,0,0,0,0,10.8,10.8,10.8,10.8,10.8,10.8,0,0,0,0,22,26,2,0,0,0,23,23,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","BrowMa04","WR","Marquise Brown","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,116,0,22,0,0,0,0,0,0,"BAL","MIN",0,0,0,0,0,1,23.6,23.6,16.1,16.1,18.1,18.1,0,0,0,0,0,0,0,91.2,75,0,80,82,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","BateRa00","WR","Rashod Bateman","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,52,0,15,0,0,0,0,0,0,"BAL","MIN",0,0,0,0,0,0,10.2,10.2,7.7,7.7,7.7,7.7,0,0,0,0,0,0,0,111.2,12,0,65,66,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","TomlEr01","TE","Eric Tomlinson","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,"BAL","MIN",0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,3,4,0,34,35,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070sfo","MoorRo02","WR","Rondale Moore","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,0,9,0,0,0,0,0,0,"ARI","SFO",0,0,0,0,0,0,7.5,7.5,5,5,5,5,0,0,0,0,0,0,0,-5,30,0,57,81,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","DaniDa02","TE","Darrell Daniels","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,"ARI","SFO",0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,25,1,0,32,46,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","GaroJi00","QB","Jimmy Garoppolo","SFO",28,40,326,2,1,5,28,32,100.6,1,3,0,3,0,0,0,0,0,0,1,0,46,46,0,"SFO","ARI",0,0,0,1,0,0,23.34,23.34,19.34,19.34,22.34,22.34,355,7,9,4,0,3,0,0,0,0,59,100,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","MitcEl00","RB","Elijah Mitchell","SFO",0,0,0,0,0,0,0,0,0,8,36,0,14,5,5,43,0,12,0,0,8,8,0,8,"SFO","ARI",0,0,0,0,0,0,12.9,12.9,10.4,10.4,10.4,10.4,0,0,0,0,13,23,2,1,42,0,39,66,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","HastJa02","RB","Jamycal Hasty","SFO",0,0,0,0,0,0,0,0,0,1,2,0,2,4,3,11,0,5,0,0,1,1,0,1,"SFO","ARI",0,0,0,0,0,0,4.3,4.3,2.8,2.8,2.8,2.8,0,0,0,0,0,2,0,-1.2,5,0,20,34,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","KittGe00","TE","George Kittle","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,101,1,29,1,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,1,24.1,24.1,17.1,17.1,19.1,19.1,0,0,0,0,0,0,0,116,18,0,43,73,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","SamuDe00","WR","Deebo Samuel","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,63,0,32,0,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,0,11.3,11.3,8.8,8.8,8.8,8.8,0,0,0,0,0,0,0,81,47,1,54,92,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","JuszKy00","FB","Kyle Juszczyk","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,10,0,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,0,3.4,3.4,2.4,2.4,2.4,2.4,0,0,0,0,0,0,0,14,0,0,24,41,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","SanuMo00","WR","Mohamed Sanu","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,5,0,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,0,1.5,1.5,1,1,1,1,0,0,0,0,0,0,0,35.1,0,0,33,56,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","AiyuBr00","WR","Brandon Aiyuk","SFO",0,0,0,0,0,0,0,0,0,1,-2,0,-2,8,6,89,1,22,1,0,1,1,0,1,"SFO","ARI",0,0,0,0,0,0,19.7,19.7,15.7,15.7,15.7,15.7,0,0,0,0,-2,0,0,100.8,20,0,55,93,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","EdmoCh00","RB","Chase Edmonds","ARI",0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,1,1,0,1,"ARI","SFO",0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,2,1,0,0,0,0,1,1,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","StreCh00","QB","Chris Streveler","ARI",0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0,1,"ARI","SFO",0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,2,0,0,0,0,2,3,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","WeslAn01","WR","Antoine Wesley","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,62,0,33,0,0,0,0,0,0,"ARI","SFO",0,0,0,0,0,0,9.2,9.2,7.7,7.7,7.7,7.7,0,0,0,0,0,0,0,45,17,0,54,77,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","ErtzZa00","TE","Zach Ertz","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,27,0,17,0,0,0,0,0,0,"ARI","SFO",0,0,0,0,0,0,5.7,5.7,4.2,4.2,4.2,4.2,0,0,0,0,0,0,0,3,29,1,56,80,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","IsabAn00","WR","Andy Isabella","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARI","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","DortGr01","WR","Greg Dortch","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARI","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","WellDa00","TE","David Wells","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARI","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","WoerCh00","TE","Charlie Woerner","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","DwelRo00","TE","Ross Dwelley","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","McCoCo00","QB","Colt McCoy","ARI",22,26,249,1,0,2,8,50,119.4,7,23,0,8,0,0,0,0,0,0,2,5,35,30,5,"ARI","SFO",0,0,0,0,0,0,16.26,16.26,16.26,16.26,16.26,16.26,87,0,5,3,21,2,0,0,0,0,68,97,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","KirkCh01","WR","Christian Kirk","ARI",1,1,33,0,0,0,0,33,118.7,0,0,0,0,6,6,91,0,50,0,0,0,1,1,0,"ARI","SFO",0,0,0,0,0,0,16.42,16.42,13.42,13.42,13.42,13.42,33,0,0,0,0,0,0,55.8,35,0,67,96,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","ConnJa00","RB","James Conner","ARI",0,0,0,0,0,0,0,0,0,21,96,2,35,5,5,77,1,45,0,0,21,21,0,21,"ARI","SFO",0,0,0,0,0,0,40.3,40.3,37.8,37.8,37.8,37.8,0,0,0,0,23,73,1,-4,81,0,54,77,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","BenjEn00","RB","Eno Benjamin","ARI",0,0,0,0,0,0,0,0,0,9,39,1,21,0,0,0,0,0,0,0,9,9,0,9,"ARI","SFO",0,0,0,0,0,0,9.9,9.9,9.9,9.9,9.9,9.9,0,0,0,0,10,29,1,0,0,0,17,24,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","JennJa00","WR","Jauan Jennings","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","SherTr00","WR","Trent Sherfield","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SFO","ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111080pit","FielJu00","QB","Justin Fields","CHI",17,29,291,1,1,3,13,50,89.9,8,45,0,8,0,0,0,0,0,0,5,3,40,37,3,"CHI","PIT",0,0,0,0,0,0,19.14,19.14,18.14,18.14,19.14,19.14,442,7,10,1,43,2,0,0,0,0,62,100,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","MontDa01","RB","David Montgomery","CHI",0,0,0,0,0,0,0,0,0,13,63,0,21,2,2,17,0,11,0,0,13,13,0,13,"CHI","PIT",0,0,0,0,0,0,10,10,9,9,9,9,0,0,0,0,39,24,0,1,16,0,53,85,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","MoonDa00","WR","Darnell Mooney","CHI",0,0,0,0,0,0,0,0,0,1,15,1,15,6,3,41,1,20,0,0,1,1,0,1,"CHI","PIT",0,0,0,0,0,0,20.6,20.6,19.1,19.1,19.1,19.1,0,0,0,0,15,0,0,93,1,0,50,81,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","ByrdDa00","WR","Damiere Byrd","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","JameJe00","TE","Jesse James","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","NallRy00","RB","Ryan Nall","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","HorsJe00","TE","Jesper Horsted","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","GranJa00","WR","Jakeem Grant","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","GentZa00","TE","Zach Gentry","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIT","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,51,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","WhitCo05","WR","Cody White","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIT","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","JohnDi01","WR","Diontae Johnson","PIT",0,0,0,0,0,0,0,0,0,2,11,0,11,6,5,56,0,22,0,0,2,2,0,2,"PIT","CHI",0,0,0,0,0,0,11.7,11.7,9.2,9.2,9.2,9.2,0,0,0,0,11,0,0,37.8,31,0,65,90,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","SnelBe00","RB","Benny Snell Jr.","PIT",0,0,0,0,0,0,0,0,0,2,6,0,5,0,0,0,0,0,0,0,2,2,0,2,"PIT","CHI",0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,5,1,0,0,0,0,6,8,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","FreiPa00","TE","Pat Freiermuth","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,43,2,13,0,0,0,0,0,0,"PIT","CHI",0,0,0,0,0,0,21.3,21.3,18.8,18.8,18.8,18.8,0,0,0,0,0,0,0,28.2,20,0,51,71,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","McClRa00","WR","Ray-Ray McCloud","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,12,1,0,0,0,0,0,"PIT","CHI",0,0,0,0,0,0,1.2,1.2,-0.3,-0.3,-0.3,-0.3,0,0,0,0,0,0,0,2,10,0,26,36,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","HerbKh00","RB","Khalil Herbert","CHI",0,0,0,0,0,0,0,0,0,4,13,0,8,0,0,0,0,0,0,0,4,4,0,4,"CHI","PIT",0,0,0,0,0,0,1.3,1.3,1.3,1.3,1.3,1.3,0,0,0,0,4,9,0,0,0,0,10,16,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","KmetCo00","TE","Cole Kmet","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,87,0,25,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,14.7,14.7,11.7,11.7,11.7,11.7,0,0,0,0,0,0,0,116,4,0,48,77,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","RobiAl02","WR","Allen Robinson","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,68,0,39,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,10.8,10.8,8.8,8.8,8.8,8.8,0,0,0,0,0,0,0,87,16,0,48,77,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","GoodMa00","WR","Marquise Goodwin","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,50,0,50,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,6,6,5.5,5.5,5.5,5.5,0,0,0,0,0,0,0,102,6,1,32,52,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","GrahJi00","TE","Jimmy Graham","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,28,0,28,0,0,0,0,0,0,"CHI","PIT",0,0,0,0,0,0,3.8,3.8,3.3,3.3,3.3,3.3,0,0,0,0,0,0,0,42.9,4,0,18,29,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","RoetBe00","QB","Ben Roethlisberger","PIT",21,30,205,2,0,4,30,42,111.1,2,0,0,1,0,0,0,0,0,0,0,2,36,34,2,"PIT","CHI",0,0,0,0,0,0,16.2,16.2,16.2,16.2,16.2,16.2,151,4,3,3,-1,1,0,0,0,0,72,100,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","HarrNa00","RB","Najee Harris","PIT",0,0,0,0,0,0,0,0,0,22,62,1,13,3,3,16,0,9,0,0,22,22,0,22,"PIT","CHI",0,0,0,0,0,0,16.8,16.8,15.3,15.3,15.3,15.3,0,0,0,0,40,22,4,-5.1,21,0,59,82,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","WashJa00","WR","James Washington","PIT",0,0,0,0,0,0,0,0,0,2,13,0,12,3,1,42,0,42,0,0,2,2,0,2,"PIT","CHI",0,0,0,0,0,0,6.5,6.5,6,6,6,6,0,0,0,0,10,3,0,54.9,0,0,41,57,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","ClayCh01","WR","Chase Claypool","PIT",0,0,0,0,0,0,0,0,0,2,13,0,11,5,3,30,0,26,0,0,2,2,0,2,"PIT","CHI",0,0,0,0,0,0,7.3,7.3,5.8,5.8,5.8,5.8,0,0,0,0,9,4,0,36,8,0,58,81,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","WattDe00","FB","Derek Watt","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,"PIT","CHI",0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,-1,4,0,7,10,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","BallKa00","RB","Kalen Ballage","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,"PIT","CHI",0,0,0,0,0,0,1.2,1.2,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,-4,6,0,7,10,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","RadeKe00","TE","Kevin Rader","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,"PIT","CHI",0,0,0,0,0,0,1.1,1.1,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,-2,3,0,1,1,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111110mia","WilsAl02","WR","Albert Wilson","MIA",0,0,0,0,0,1,1,0,0,2,19,0,14,5,4,87,0,64,0,0,2,3,1,2,"MIA","BAL",0,0,0,0,0,0,14.6,14.6,12.6,12.6,12.6,12.6,0,0,0,0,0,19,1,40,62,0,38,55,"BAL","MIA",10,22,"False","outdoors","grass ",77,85,4,-7.5,"BAL",46.5,2021-11-11
